CTYNAME,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,H_MALE,H_FEMALE
Anderson,5,3404,2195,1209,1491,933,624,203,10,12,26,14,1,4,43,43,1593,931,602,278
Anderson,6,4493,3150,1343,2005,1067,1047,219,9,15,47,13,2,2,40,27,2271,1075,879,268
Anderson,7,4857,3564,1293,2197,1018,1265,233,9,6,42,20,10,3,41,13,2626,1062,938,231
Anderson,8,4708,3404,1304,2100,1053,1205,200,30,9,38,20,5,4,26,18,2637,1090,767,214
Anderson,9,4624,3369,1255,2118,1054,1158,169,21,8,30,17,7,2,35,5,2690,1001,679,254
Anderson,10,4434,3077,1357,1961,1090,1020,212,32,13,36,21,2,2,26,19,2555,1143,522,214
Anderson,11,3890,2550,1340,1752,1108,760,199,13,7,9,11,1,7,15,8,2199,1186,351,154
Anderson,12,3576,2123,1453,1573,1199,506,212,12,13,12,12,2,2,18,15,1898,1311,225,142
Anderson,13,3265,1710,1555,1373,1312,293,203,18,16,10,13,0,0,16,11,1567,1457,143,98
Anderson,14,2760,1401,1359,1189,1177,176,156,14,7,4,3,2,0,16,16,1299,1275,102,84
Anderson,15,2217,1081,1136,962,1017,102,103,5,4,3,5,0,0,9,7,1027,1092,54,44
Anderson,16,1675,764,911,687,780,67,116,6,3,0,3,0,0,4,9,720,869,44,42
Anderson,17,949,369,580,316,502,44,69,4,3,1,1,0,1,4,4,358,567,11,13
Anderson,18,866,329,537,282,436,38,88,4,4,0,5,0,0,5,4,319,514,10,23
Andrews,5,1145,622,523,573,492,13,11,17,7,7,3,1,0,11,10,201,170,421,353
Andrews,6,1367,748,619,693,599,22,8,16,6,4,1,0,0,13,5,260,250,488,369
Andrews,7,1306,667,639,631,610,11,11,8,10,3,4,0,0,14,4,244,269,423,370
Andrews,8,1336,712,624,667,590,18,9,12,9,7,10,0,0,8,6,306,289,406,335
Andrews,9,1060,530,530,500,503,7,6,10,11,3,4,0,0,10,6,205,224,325,306
Andrews,10,1029,512,517,490,498,9,4,5,7,4,2,0,0,4,6,215,221,297,296
Andrews,11,1003,511,492,484,466,11,12,9,5,4,7,1,0,2,2,234,249,277,243
Andrews,12,1034,545,489,517,468,10,0,6,7,6,4,1,1,5,9,285,292,260,197
Andrews,13,867,439,428,418,402,6,5,8,11,3,4,0,0,4,6,275,257,164,171
Andrews,14,590,291,299,274,274,7,8,5,9,3,4,0,0,2,4,175,199,116,100
Andrews,15,451,212,239,195,228,5,2,9,7,0,2,0,0,3,0,133,161,79,78
Andrews,16,311,132,179,127,169,3,6,1,0,0,1,0,0,1,3,88,130,44,49
Andrews,17,236,88,148,85,145,1,0,1,3,1,0,0,0,0,0,58,108,30,40
Andrews,18,222,94,128,91,121,1,2,1,2,0,1,0,0,1,2,66,105,28,23
Angelina,5,5397,2697,2700,2172,2086,417,486,18,31,28,40,1,3,61,54,1864,1930,833,770
Angelina,6,5823,2842,2981,2244,2299,507,586,33,20,29,27,2,1,27,48,2064,2256,778,725
Angelina,7,5326,2571,2755,2099,2166,406,489,14,22,24,40,7,3,21,35,1915,2110,656,645
Angelina,8,5298,2548,2750,2119,2217,365,460,13,20,19,30,3,3,29,20,1872,2109,676,641
Angelina,9,4966,2408,2558,1939,2062,386,418,21,22,36,35,7,2,19,19,1815,1916,593,642
Angelina,10,5400,2695,2705,2238,2198,411,439,13,28,21,26,1,1,11,13,2117,2182,578,523
Angelina,11,5366,2691,2675,2188,2160,418,434,29,23,41,34,2,1,13,23,2189,2207,502,468
Angelina,12,5589,2829,2760,2317,2277,444,429,28,18,24,23,0,0,16,13,2339,2405,490,355
Angelina,13,5171,2494,2677,2086,2185,361,416,16,31,17,27,1,1,13,17,2158,2376,336,301
Angelina,14,4401,2072,2329,1805,1969,216,314,14,14,27,15,1,1,9,16,1841,2135,231,194
Angelina,15,3655,1631,2024,1434,1731,162,228,5,11,15,41,2,2,13,11,1515,1873,116,151
Angelina,16,2575,1157,1418,1021,1247,105,143,15,5,4,16,0,0,12,7,1059,1323,98,95
Angelina,17,1811,762,1049,668,922,62,111,3,4,25,6,0,0,4,6,720,996,42,53
Angelina,18,1695,661,1034,583,907,43,108,9,5,14,12,0,0,12,2,603,990,58,44
Aransas,5,1097,604,493,552,446,12,17,8,9,14,12,1,0,17,9,323,285,281,208
Aransas,6,1110,552,558,497,519,14,11,9,11,17,11,0,0,15,6,304,353,248,205
Aransas,7,1072,550,522,513,486,16,6,5,8,10,12,1,0,5,10,364,339,186,183
Aransas,8,1133,574,559,524,518,14,6,9,12,6,13,1,1,20,9,342,353,232,206
Aransas,9,1063,532,531,488,494,14,3,9,15,12,11,1,1,8,7,336,352,196,179
Aransas,10,1314,640,674,586,630,21,9,12,8,7,18,2,0,12,9,453,499,187,175
Aransas,11,1426,664,762,599,718,11,11,20,6,27,20,0,1,7,6,483,571,181,191
Aransas,12,1917,925,992,856,946,24,10,10,8,22,20,1,0,12,8,717,774,208,218
Aransas,13,1950,915,1035,874,981,15,12,4,10,16,22,0,0,6,10,761,884,154,151
Aransas,14,1940,934,1006,886,943,14,7,15,10,12,26,1,1,6,19,796,866,138,140
Aransas,15,1844,893,951,846,918,7,9,8,6,18,9,0,0,14,9,792,838,101,113
Aransas,16,1473,711,762,686,730,7,5,6,11,5,10,0,1,7,5,651,684,60,78
Aransas,17,820,399,421,382,403,4,2,7,6,3,4,0,0,3,6,354,363,45,58
Aransas,18,689,320,369,306,356,1,3,3,1,4,3,0,1,6,5,298,324,22,45
Archer,5,451,247,204,231,190,6,1,6,7,0,3,0,0,4,3,216,178,31,26
Archer,6,441,239,202,217,193,3,1,10,5,0,0,0,0,9,3,200,176,39,26
Archer,7,483,226,257,223,249,2,0,0,5,0,0,0,0,1,3,203,236,23,21
Archer,8,486,269,217,247,203,7,3,5,4,1,4,0,1,9,2,243,199,26,18
Archer,9,488,223,265,218,248,1,6,1,5,2,4,0,0,1,2,205,239,18,26
Archer,10,538,240,298,228,285,4,4,3,6,2,1,0,0,3,2,220,271,20,27
Archer,11,605,318,287,301,283,4,0,6,1,2,1,0,0,5,2,301,273,17,14
Archer,12,714,346,368,332,358,3,1,6,3,1,4,1,0,3,2,321,349,25,19
Archer,13,697,330,367,319,352,3,5,5,4,0,2,0,0,3,4,316,359,14,8
Archer,14,525,243,282,234,268,0,3,4,3,1,2,0,0,4,6,235,278,8,4
Archer,15,414,200,214,195,208,2,0,0,3,1,1,0,0,2,2,194,212,6,2
Archer,16,340,161,179,158,175,1,2,1,0,0,1,0,0,1,1,157,171,4,8
Archer,17,229,101,128,99,126,1,0,1,2,0,0,0,0,0,0,100,124,1,4
Archer,18,195,86,109,85,107,0,0,1,1,0,0,0,0,0,1,83,104,3,5
Armstrong,5,77,43,34,42,31,1,1,0,2,0,0,0,0,0,0,39,31,4,3
Armstrong,6,89,47,42,43,41,3,0,1,1,0,0,0,0,0,0,40,37,7,5
Armstrong,7,87,39,48,39,45,0,1,0,1,0,0,0,0,0,1,37,47,2,1
Armstrong,8,113,54,59,51,56,0,0,0,2,2,1,0,0,1,0,52,55,2,4
Armstrong,9,112,61,51,58,47,1,2,1,0,0,0,0,0,1,2,53,47,8,4
Armstrong,10,112,60,52,60,52,0,0,0,0,0,0,0,0,0,0,48,41,12,11
Armstrong,11,81,43,38,43,36,0,0,0,1,0,0,0,0,0,1,41,37,2,1
Armstrong,12,145,63,82,59,82,0,0,3,0,0,0,0,0,1,0,58,79,5,3
Armstrong,13,152,78,74,75,72,0,0,2,1,0,0,0,0,1,1,72,71,6,3
Armstrong,14,137,68,69,68,68,0,0,0,1,0,0,0,0,0,0,67,64,1,5
Armstrong,15,117,61,56,59,49,2,0,0,5,0,0,0,0,0,2,56,51,5,5
Armstrong,16,83,34,49,34,49,0,0,0,0,0,0,0,0,0,0,33,49,1,0
Armstrong,17,67,25,42,25,40,0,0,0,2,0,0,0,0,0,0,25,40,0,2
Armstrong,18,40,10,30,10,29,0,0,0,0,0,0,0,0,0,1,10,30,0,0
Atascosa,5,3166,1578,1588,1508,1523,32,22,16,12,7,6,3,5,12,20,398,438,1180,1150
Atascosa,6,3232,1644,1588,1579,1524,13,17,19,17,13,12,3,3,17,15,496,538,1148,1050
Atascosa,7,3265,1716,1549,1632,1471,29,21,28,27,15,15,1,0,11,15,537,479,1179,1070
Atascosa,8,3348,1649,1699,1581,1629,25,16,18,27,9,8,1,4,15,15,553,570,1096,1129
Atascosa,9,2976,1514,1462,1443,1406,29,17,23,18,5,7,1,0,13,14,508,503,1006,959
Atascosa,10,3091,1529,1562,1467,1496,14,12,22,22,9,16,4,3,13,13,576,543,953,1019
Atascosa,11,2905,1471,1434,1393,1392,24,15,25,10,11,4,0,0,18,13,575,530,896,904
Atascosa,12,3131,1515,1616,1443,1547,23,10,26,23,13,13,2,3,8,20,600,701,915,915
Atascosa,13,2771,1366,1405,1308,1350,11,10,26,17,4,12,1,1,16,15,583,646,783,759
Atascosa,14,2382,1140,1242,1094,1196,8,15,19,11,11,5,1,1,7,14,527,625,613,617
Atascosa,15,1950,950,1000,916,969,11,5,10,10,4,2,2,1,7,13,462,487,488,513
Atascosa,16,1360,642,718,624,682,4,7,9,12,2,7,0,4,3,6,342,375,300,343
Atascosa,17,865,384,481,369,470,3,4,7,3,0,1,0,0,5,3,187,248,197,233
Atascosa,18,801,279,522,270,507,5,1,3,6,0,4,0,0,1,4,155,317,124,205
Austin,5,1658,851,807,730,669,100,103,7,8,1,10,0,0,13,17,556,513,295,294
Austin,6,1737,876,861,726,753,111,81,10,7,9,10,0,1,20,9,543,549,333,312
Austin,7,1642,835,807,727,707,80,70,7,9,7,12,1,1,13,8,536,520,299,287
Austin,8,1663,794,869,676,749,92,91,11,10,9,11,0,0,6,8,515,594,279,275
Austin,9,1666,850,816,750,724,71,71,15,3,10,13,0,0,4,5,574,583,276,233
Austin,10,1736,838,898,742,793,72,79,8,10,8,7,0,0,8,9,598,656,240,242
Austin,11,1913,962,951,835,826,105,99,6,6,9,13,1,0,6,7,728,753,234,198
Austin,12,2099,1069,1030,943,916,94,98,14,7,9,6,0,0,9,3,855,861,214,169
Austin,13,2274,1136,1138,1015,1017,93,95,6,8,8,7,2,1,12,10,958,981,178,157
Austin,14,1837,929,908,861,826,53,63,5,4,2,4,0,0,8,11,828,814,101,94
Austin,15,1542,733,809,679,743,41,62,2,1,3,2,0,0,8,1,665,746,68,63
Austin,16,1115,549,566,521,510,18,47,1,5,4,1,0,0,5,3,502,526,47,40
Austin,17,600,275,325,257,292,15,24,1,3,1,1,0,0,1,5,255,304,20,21
Austin,18,640,232,408,209,362,19,39,0,3,0,0,0,0,4,4,209,380,23,28
Bailey,5,442,231,211,214,189,5,6,9,11,1,2,0,1,2,2,52,50,179,161
Bailey,6,397,198,199,179,184,8,5,8,6,2,2,0,1,1,1,53,46,145,153
Bailey,7,429,215,214,189,195,5,1,15,10,2,2,0,1,4,5,71,77,144,137
Bailey,8,396,200,196,187,183,7,5,3,6,1,1,0,0,2,1,68,65,132,131
Bailey,9,449,230,219,214,206,6,0,7,12,1,1,0,0,2,0,61,59,169,160
Bailey,10,340,167,173,149,160,6,3,9,5,2,2,0,1,1,2,50,50,117,123
Bailey,11,370,182,188,171,174,2,3,4,8,4,0,0,2,1,1,73,64,109,124
Bailey,12,401,207,194,192,189,5,1,8,3,2,1,0,0,0,0,83,97,124,97
Bailey,13,373,203,170,189,163,7,1,4,5,0,0,1,0,2,1,118,101,85,69
Bailey,14,310,150,160,143,156,2,1,2,1,0,1,0,0,3,1,88,107,62,53
Bailey,15,231,118,113,110,107,3,1,3,1,1,1,0,1,1,2,79,75,39,38
Bailey,16,189,90,99,89,95,0,0,1,2,0,0,0,0,0,2,64,69,26,30
Bailey,17,158,65,93,62,91,1,1,2,0,0,1,0,0,0,0,44,70,21,23
Bailey,18,128,54,74,49,69,3,4,0,1,1,0,0,0,1,0,39,58,15,16
Bandera,5,996,509,487,476,461,4,6,11,10,1,2,0,0,17,8,346,345,163,142
Bandera,6,951,508,443,480,419,4,4,10,6,2,4,2,0,10,10,366,328,142,115
Bandera,7,1052,533,519,497,495,11,5,11,3,6,0,1,0,7,16,386,379,147,140
Bandera,8,1094,541,553,518,522,3,10,11,8,3,5,0,0,6,8,409,436,132,117
Bandera,9,1058,513,545,488,522,10,10,8,2,4,2,0,0,3,9,396,407,117,138
Bandera,10,1298,637,661,608,621,11,10,9,9,4,6,0,0,5,15,490,514,147,147
Bandera,11,1584,752,832,726,807,8,3,9,12,3,4,1,1,5,5,604,682,148,150
Bandera,12,2193,1003,1190,964,1148,12,7,14,13,1,11,1,0,11,11,853,997,150,193
Bandera,13,2230,1069,1161,1034,1123,10,12,11,11,4,7,0,0,10,8,930,1014,139,147
Bandera,14,2101,1030,1071,1001,1028,5,8,17,9,1,12,1,0,5,14,917,965,113,106
Bandera,15,1721,886,835,853,804,6,4,17,12,4,5,0,0,6,10,778,741,108,94
Bandera,16,1147,587,560,569,544,1,2,10,7,3,3,0,0,4,4,541,503,46,57
Bandera,17,618,318,300,309,288,2,1,2,4,2,3,0,0,3,4,281,263,37,37
Bandera,18,557,249,308,243,303,1,0,2,1,1,0,0,0,2,4,215,287,34,21
Bastrop,5,5079,2668,2411,2302,2085,201,191,76,56,29,23,2,3,58,53,1274,1207,1394,1204
Bastrop,6,5206,2816,2390,2364,2087,302,162,63,62,27,25,8,4,52,50,1518,1311,1298,1079
Bastrop,7,5272,2766,2506,2357,2191,277,165,49,78,21,25,5,6,57,41,1534,1466,1232,1040
Bastrop,8,5290,2752,2538,2356,2230,240,187,77,53,35,34,3,3,41,31,1626,1497,1126,1041
Bastrop,9,5173,2710,2463,2351,2176,213,146,52,44,37,45,4,3,53,49,1559,1441,1151,1022
Bastrop,10,5462,2798,2664,2435,2359,220,187,69,52,36,29,1,3,37,34,1741,1692,1057,972
Bastrop,11,5626,2873,2753,2478,2395,244,238,80,42,30,29,7,7,34,42,1944,1964,929,789
Bastrop,12,6193,3152,3041,2801,2687,231,225,54,46,30,41,5,2,31,40,2307,2309,845,732
Bastrop,13,5884,2925,2959,2633,2669,198,192,37,37,20,21,3,2,34,38,2270,2445,655,514
Bastrop,14,4864,2431,2433,2203,2191,147,169,32,25,13,16,2,2,34,30,2042,2092,389,341
Bastrop,15,3645,1746,1899,1613,1688,96,143,15,26,6,15,3,0,13,27,1488,1635,258,264
Bastrop,16,2130,984,1146,889,1036,70,83,9,8,3,5,1,1,12,13,855,982,129,164
Bastrop,17,1388,588,800,528,712,35,64,5,4,9,7,0,0,11,13,499,705,89,95
Bastrop,18,1158,439,719,393,629,30,62,9,10,2,3,0,1,5,14,373,624,66,95
Baylor,5,163,97,66,87,60,2,2,2,0,0,0,0,0,6,4,77,51,20,15
Baylor,6,200,88,112,79,105,5,4,1,0,1,2,0,0,2,1,67,96,21,16
Baylor,7,177,80,97,75,94,4,2,0,1,0,0,0,0,1,0,69,89,11,8
Baylor,8,210,113,97,105,89,1,4,6,1,1,1,0,0,0,2,87,74,26,23
Baylor,9,181,92,89,91,85,0,3,0,0,0,0,0,0,1,1,71,77,21,12
Baylor,10,190,92,98,87,96,4,0,1,0,0,1,0,0,0,1,84,85,8,13
Baylor,11,218,97,121,92,114,3,4,1,2,0,0,0,0,1,1,88,105,9,16
Baylor,12,233,127,106,124,101,2,5,1,0,0,0,0,0,0,0,115,88,12,18
Baylor,13,262,128,134,122,127,3,4,1,0,0,0,0,1,2,2,116,116,12,18
Baylor,14,229,111,118,106,112,2,1,0,2,0,0,0,1,3,2,104,113,7,5
Baylor,15,181,79,102,74,96,4,3,0,0,0,1,1,0,0,2,73,97,6,5
Baylor,16,181,81,100,80,94,0,4,0,0,1,1,0,0,0,1,77,92,4,8
Baylor,17,114,49,65,46,62,3,1,0,0,0,2,0,0,0,0,45,61,4,4
Baylor,18,142,44,98,41,92,3,0,0,1,0,0,0,0,0,5,42,96,2,2
Bee,5,2687,1899,788,1521,738,351,21,4,9,10,4,2,2,11,14,814,168,1085,620
Bee,6,2914,2072,842,1702,789,324,27,16,4,12,7,4,1,14,14,960,277,1112,565
Bee,7,2756,1953,803,1577,740,341,25,12,12,8,14,4,2,11,10,969,239,984,564
Bee,8,2679,1904,775,1546,736,328,20,7,7,10,3,4,1,9,8,942,216,962,559
Bee,9,2252,1560,692,1202,647,327,13,14,17,6,6,2,1,9,8,893,210,667,482
Bee,10,2177,1498,679,1154,632,315,17,10,8,5,10,1,0,13,12,843,219,655,460
Bee,11,1892,1175,717,956,697,188,3,16,4,8,6,1,0,6,7,622,239,553,478
Bee,12,1767,978,789,839,744,111,23,14,13,5,6,0,0,9,3,491,335,487,454
Bee,13,1549,807,742,740,707,50,14,8,4,2,9,0,0,7,8,401,324,406,418
Bee,14,1255,621,634,592,603,23,8,3,7,1,7,0,1,2,8,320,290,301,344
Bee,15,1059,518,541,496,514,8,9,5,7,5,4,0,2,4,5,271,276,247,265
Bee,16,724,319,405,304,389,8,7,3,2,2,6,0,0,2,1,187,205,132,200
Bee,17,537,239,298,229,286,4,4,2,3,3,2,0,0,1,3,133,153,106,145
Bee,18,428,151,277,147,263,1,2,2,5,1,5,0,0,0,2,98,162,53,115
Bell,5,30213,16699,13514,10981,8434,4090,3581,220,176,432,385,134,99,842,839,12282,9549,4417,3965
Bell,6,31637,16492,15145,10664,9546,4398,4147,200,184,540,457,108,130,582,681,12248,11146,4244,3999
Bell,7,27360,13617,13743,9124,8828,3333,3505,155,146,421,569,130,161,454,534,9843,10109,3774,3634
Bell,8,25388,12524,12864,8320,8195,3138,3367,129,130,407,518,148,168,382,486,8983,9302,3541,3562
Bell,9,20904,10251,10653,6729,6835,2662,2740,128,131,304,453,113,117,315,377,7464,7857,2787,2796
Bell,10,19553,9463,10090,6364,6574,2454,2578,97,123,274,438,75,76,199,301,7305,7823,2158,2267
Bell,11,18480,9005,9475,6193,6201,2283,2475,118,97,220,430,40,69,151,203,7147,7593,1858,1882
Bell,12,18472,8569,9903,5961,6755,2148,2425,89,103,173,407,52,71,146,142,6946,8087,1623,1816
Bell,13,16349,7635,8714,5481,6135,1751,1722,87,67,178,601,50,64,88,125,6327,7326,1308,1388
Bell,14,12950,5958,6992,4648,5150,994,1180,60,48,143,465,44,55,69,94,5082,6046,876,946
Bell,15,10160,4660,5500,3800,4278,635,760,50,38,108,336,32,28,35,60,4087,4794,573,706
Bell,16,6706,3032,3674,2547,2968,346,486,23,9,67,164,20,6,29,41,2685,3283,347,391
Bell,17,4270,1806,2464,1531,2076,204,248,17,7,29,103,5,10,20,20,1605,2182,201,282
Bell,18,4395,1650,2745,1434,2357,148,258,10,9,27,97,7,1,24,23,1463,2489,187,256
Bexar,5,145170,74926,70244,62458,58442,7034,6421,1046,977,2139,2159,190,196,2059,2049,27942,23828,46984,46416
Bexar,6,162321,83488,78833,68852,64738,8075,7621,1173,1079,3218,3151,205,205,1965,2039,33600,30643,49888,48190
Bexar,7,154959,79157,75802,66169,62953,7103,6682,1098,1051,2920,3230,210,197,1657,1689,31387,29709,47770,46093
Bexar,8,143606,72453,71153,60327,59595,6608,6078,1010,889,2790,2948,211,188,1507,1455,28534,26989,43919,44164
Bexar,9,124893,61580,63313,52036,53309,5208,5194,772,768,2294,2588,162,161,1108,1293,23496,23257,38084,40056
Bexar,10,124006,60539,63467,51566,53754,5166,5208,722,843,2089,2497,126,139,870,1026,24944,24731,35595,38736
Bexar,11,112882,55184,57698,47096,49059,4842,4927,756,743,1655,2005,115,130,720,834,24338,24193,30846,33505
Bexar,12,111819,53753,58066,46216,49682,4698,4879,691,784,1397,1850,123,137,628,734,25347,26378,28406,31688
Bexar,13,97488,45368,52120,39251,44943,3837,4191,596,529,1118,1799,83,87,483,571,22062,25145,23306,26975
Bexar,14,81429,37039,44390,32561,38897,2817,3123,399,415,889,1568,53,61,320,326,18915,21683,18124,22707
Bexar,15,61683,27789,33894,24900,30110,1704,2098,270,300,703,1100,41,39,171,247,15026,17369,12763,16525
Bexar,16,40737,17611,23126,15915,20527,1035,1533,156,157,388,731,13,20,104,158,9719,12069,7892,11057
Bexar,17,27654,11136,16518,10072,14875,680,1009,83,126,259,401,5,17,37,90,6169,8571,4967,7947
Bexar,18,28019,9990,18029,9105,16331,538,1051,97,165,206,404,2,9,42,69,5916,10077,4074,7952
Blanco,5,539,289,250,257,235,6,3,11,3,9,2,1,0,5,7,191,192,98,58
Blanco,6,499,260,239,241,222,6,6,6,7,0,0,0,0,7,4,203,189,57,50
Blanco,7,519,251,268,234,251,4,2,2,3,3,4,0,0,8,8,184,189,67,79
Blanco,8,575,323,252,281,239,28,4,4,4,3,1,0,0,7,4,225,169,98,83
Blanco,9,624,318,306,286,295,13,2,8,3,5,3,1,1,5,2,228,239,90,67
Blanco,10,713,343,370,324,363,5,1,10,2,1,3,0,0,3,1,252,297,91,73
Blanco,11,800,376,424,349,395,12,6,10,7,1,15,1,0,3,1,306,338,70,86
Blanco,12,1059,524,535,497,490,18,6,6,5,0,29,0,1,3,4,452,465,72,70
Blanco,13,1096,542,554,523,529,6,6,5,3,0,7,0,0,8,9,483,496,59,58
Blanco,14,966,443,523,430,509,6,5,2,1,3,2,0,2,2,4,395,480,48,43
Blanco,15,813,405,408,389,402,1,1,7,1,0,2,0,0,8,2,378,379,27,29
Blanco,16,531,261,270,254,265,1,1,3,1,0,1,1,1,2,1,247,256,14,14
Blanco,17,309,143,166,140,164,0,0,3,0,0,0,0,0,0,2,129,157,14,9
Blanco,18,249,110,139,108,136,0,0,1,1,0,0,0,2,1,0,103,130,7,9
Borden,5,29,16,13,16,12,0,0,0,0,0,0,0,0,0,1,9,12,7,1
Borden,6,20,11,9,9,9,0,0,0,0,0,0,0,0,2,0,9,7,2,2
Borden,7,27,13,14,11,14,2,0,0,0,0,0,0,0,0,0,13,12,0,2
Borden,8,34,18,16,18,16,0,0,0,0,0,0,0,0,0,0,11,13,7,3
Borden,9,33,15,18,15,18,0,0,0,0,0,0,0,0,0,0,11,16,4,2
Borden,10,65,39,26,37,24,0,0,0,1,0,0,0,0,2,1,34,21,5,5
Borden,11,45,19,26,19,24,0,0,0,1,0,0,0,0,0,1,15,17,4,9
Borden,12,46,28,18,23,15,2,0,0,1,0,1,0,0,3,1,19,15,9,3
Borden,13,44,19,25,19,24,0,0,0,0,0,0,0,0,0,1,13,22,6,3
Borden,14,43,22,21,22,21,0,0,0,0,0,0,0,0,0,0,20,18,2,3
Borden,15,35,19,16,19,16,0,0,0,0,0,0,0,0,0,0,18,15,1,1
Borden,16,25,16,9,16,9,0,0,0,0,0,0,0,0,0,0,15,9,1,0
Borden,17,32,17,15,17,15,0,0,0,0,0,0,0,0,0,0,17,15,0,0
Borden,18,30,11,19,10,19,0,0,0,0,0,0,0,0,1,0,9,17,2,2
Bosque,5,866,466,400,426,369,17,10,8,7,4,3,0,1,11,10,330,277,136,123
Bosque,6,959,457,502,417,471,12,11,10,8,7,4,2,0,9,8,318,376,139,126
Bosque,7,850,400,450,387,421,6,12,3,6,2,4,0,1,2,6,306,337,94,113
Bosque,8,1024,513,511,474,486,16,10,7,1,3,5,1,1,12,8,387,374,126,137
Bosque,9,903,433,470,415,447,12,12,2,3,1,4,0,0,3,4,327,353,106,117
Bosque,10,1026,490,536,464,517,18,6,6,4,0,5,0,0,2,4,401,431,89,105
Bosque,11,1166,577,589,551,566,7,10,5,4,7,4,0,0,7,5,473,491,104,98
Bosque,12,1365,660,705,630,685,17,8,3,2,2,5,0,0,8,5,576,632,84,73
Bosque,13,1465,715,750,685,715,15,9,10,10,0,5,0,0,5,11,659,691,56,59
Bosque,14,1337,687,650,656,630,10,10,9,3,5,3,0,1,7,3,636,609,51,41
Bosque,15,1245,598,647,579,630,6,7,3,2,1,2,0,0,9,6,558,603,40,44
Bosque,16,902,435,467,422,457,3,6,4,0,1,0,1,0,4,4,411,447,24,20
Bosque,17,544,233,311,220,302,8,4,0,0,2,3,0,1,3,1,224,297,9,14
Bosque,18,569,247,322,236,317,1,0,6,2,0,2,0,0,4,1,237,309,10,13
Bowie,5,5821,3153,2668,1999,1678,978,837,39,36,46,20,6,3,85,94,2721,2429,432,239
Bowie,6,6734,3667,3067,2427,1942,1079,988,51,28,38,37,9,1,63,71,3151,2853,516,214
Bowie,7,6089,3247,2842,2205,1934,902,769,39,30,48,58,3,3,50,48,2727,2643,520,199
Bowie,8,6240,3186,3054,2225,2027,834,860,40,26,36,97,4,1,47,43,2774,2864,412,190
Bowie,9,5722,3005,2717,2094,1906,811,683,24,36,35,57,3,3,38,32,2667,2553,338,164
Bowie,10,5811,3048,2763,2234,1964,680,686,40,29,63,48,3,4,28,32,2778,2646,270,117
Bowie,11,5657,2821,2836,2096,2019,619,709,30,37,29,35,6,0,41,36,2609,2725,212,111
Bowie,12,6085,2975,3110,2182,2249,684,742,32,39,35,50,4,3,38,27,2848,3009,127,101
Bowie,13,5644,2713,2931,1994,2180,640,662,25,24,17,30,1,2,36,33,2618,2868,95,63
Bowie,14,4866,2272,2594,1745,1952,450,556,31,32,12,26,0,1,34,27,2232,2541,40,53
Bowie,15,4066,1838,2228,1484,1758,312,418,23,17,7,11,0,2,12,22,1780,2187,58,41
Bowie,16,2827,1239,1588,1029,1302,180,249,8,13,4,9,1,0,17,15,1225,1566,14,22
Bowie,17,1731,707,1024,604,842,82,161,9,7,1,4,0,0,11,10,694,1011,13,13
Bowie,18,2035,650,1385,542,1133,96,226,5,7,0,7,0,0,7,12,643,1364,7,21
Brazoria,5,21118,11018,10100,8405,7592,1685,1504,104,117,551,628,13,14,260,245,6660,6072,4358,4028
Brazoria,6,24820,12751,12069,9693,9156,1989,1782,136,117,693,750,14,14,226,250,8186,7829,4565,4240
Brazoria,7,27165,13847,13318,10406,9747,2243,2020,123,104,890,1215,15,13,170,219,9017,8990,4830,4328
Brazoria,8,28464,14468,13996,10586,10186,2557,2290,128,116,988,1206,12,19,197,179,9567,9371,4901,4625
Brazoria,9,25853,13226,12627,9423,8903,2335,2144,94,85,1164,1295,26,9,184,191,8863,8714,4363,3913
Brazoria,10,25658,13220,12438,9457,8995,2377,2016,117,93,1126,1166,13,11,130,157,9505,9002,3715,3436
Brazoria,11,23192,11943,11249,8914,8426,2008,1706,93,86,787,877,11,14,130,140,8819,8346,3124,2903
Brazoria,12,22602,11253,11349,8835,8806,1609,1647,92,111,608,667,11,5,98,113,8756,9005,2497,2344
Brazoria,13,20059,9956,10103,7989,7934,1268,1410,102,90,510,584,8,4,79,81,7901,8181,2055,1922
Brazoria,14,15504,7576,7928,6132,6106,907,1110,66,62,419,578,6,2,46,70,6157,6537,1419,1391
Brazoria,15,11551,5473,6078,4500,4868,561,662,42,33,317,478,2,2,51,35,4598,5070,875,1008
Brazoria,16,7480,3361,4119,2851,3448,278,348,27,31,187,263,2,1,16,28,2857,3550,504,569
Brazoria,17,4767,2115,2652,1856,2290,122,195,20,16,100,137,0,0,17,14,1791,2285,324,367
Brazoria,18,4378,1573,2805,1394,2339,95,257,17,25,51,164,0,1,16,19,1364,2426,209,379
Brazos,5,43685,23443,20242,19337,16863,1505,1418,105,137,2000,1323,10,13,486,488,18692,16013,4751,4229
Brazos,6,20401,10684,9717,8176,7449,1345,1201,113,67,837,766,17,11,196,223,7846,7015,2838,2702
Brazos,7,15647,7962,7685,6063,5827,925,1048,74,50,776,638,11,15,113,107,5679,5542,2283,2143
Brazos,8,14158,7264,6894,5500,5353,827,833,60,47,733,548,33,8,111,105,5114,4850,2150,2044
