CTYNAME,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,H_MALE,H_FEMALE
Reeves,14,560,315,245,287,226,10,7,6,3,7,8,1,1,4,0,87,57,228,188
Reeves,15,436,183,253,174,236,3,3,1,5,5,4,0,0,0,5,48,65,135,188
Reeves,16,374,166,208,164,196,2,6,0,2,0,4,0,0,0,0,38,56,128,152
Reeves,17,256,113,143,106,136,1,6,3,1,2,0,0,0,1,0,24,34,89,109
Reeves,18,247,84,163,78,150,5,9,0,1,1,0,0,0,0,3,31,52,53,111
Refugio,5,349,197,152,167,135,19,10,4,0,2,3,0,0,5,4,92,73,105,79
Refugio,6,413,209,204,186,184,14,14,1,1,0,3,0,0,8,2,83,90,126,114
Refugio,7,345,180,165,160,149,13,7,1,5,1,0,0,1,5,3,76,56,104,109
Refugio,8,423,213,210,186,198,17,9,1,2,4,1,0,0,5,0,90,84,123,126
Refugio,9,324,156,168,142,149,11,15,0,1,2,2,0,0,1,1,60,73,96,95
Refugio,10,398,200,198,181,186,14,5,1,1,3,4,0,0,1,2,102,93,98,105
Refugio,11,442,198,244,178,231,9,7,1,2,5,1,0,0,5,3,106,123,92,121
Refugio,12,501,262,239,227,217,20,16,2,4,6,0,0,0,7,2,153,134,109,105
Refugio,13,468,234,234,213,215,13,11,5,4,1,1,0,0,2,3,142,144,92,90
Refugio,14,419,221,198,196,185,18,9,4,2,2,2,0,0,1,0,133,132,88,66
Refugio,15,460,206,254,179,219,16,22,7,4,3,4,0,0,1,5,129,155,77,99
Refugio,16,283,128,155,118,144,9,8,1,1,0,1,0,0,0,1,85,104,43,51
Refugio,17,228,113,115,106,104,4,7,2,3,0,1,0,0,1,0,76,79,37,36
Refugio,18,177,59,118,52,111,3,7,4,0,0,0,0,0,0,0,37,76,22,42
Roberts,5,29,14,15,14,13,0,0,0,0,0,0,0,0,0,2,14,14,0,1
Roberts,6,48,21,27,19,27,0,0,0,0,0,0,0,0,2,0,17,25,4,2
Roberts,7,50,25,25,24,20,0,1,0,1,0,1,0,0,1,2,20,21,5,4
Roberts,8,74,41,33,40,33,0,0,0,0,0,0,0,0,1,0,33,32,8,1
Roberts,9,45,25,20,25,18,0,1,0,0,0,0,0,0,0,1,22,16,3,4
Roberts,10,47,18,29,18,29,0,0,0,0,0,0,0,0,0,0,14,24,4,5
Roberts,11,47,22,25,22,25,0,0,0,0,0,0,0,0,0,0,20,23,2,2
Roberts,12,70,43,27,41,26,0,0,1,1,0,0,0,0,1,0,38,24,5,3
Roberts,13,58,30,28,30,27,0,0,0,0,0,0,0,0,0,1,28,27,2,1
Roberts,14,56,26,30,23,29,0,0,0,0,0,0,0,0,3,1,25,29,1,1
Roberts,15,58,34,24,33,24,0,0,0,0,0,0,0,0,1,0,32,24,2,0
Roberts,16,35,15,20,15,19,0,0,0,1,0,0,0,0,0,0,13,20,2,0
Roberts,17,24,14,10,14,10,0,0,0,0,0,0,0,0,0,0,14,10,0,0
Roberts,18,14,4,10,4,9,0,0,0,0,0,1,0,0,0,0,4,10,0,0
Robertson,5,897,454,443,309,306,121,113,10,13,6,2,0,0,8,9,324,296,130,147
Robertson,6,1102,507,595,355,410,138,166,7,7,0,5,1,0,6,7,384,458,123,137
Robertson,7,979,499,480,384,364,97,103,6,6,6,3,0,1,6,3,374,347,125,133
Robertson,8,1062,526,536,416,408,82,101,7,6,16,10,0,0,5,11,408,392,118,144
Robertson,9,962,444,518,329,337,96,163,3,1,10,6,0,1,6,10,325,416,119,102
Robertson,10,963,461,502,380,368,62,121,3,4,8,6,0,0,8,3,352,416,109,86
Robertson,11,1122,565,557,428,426,118,112,9,6,7,7,1,1,2,5,465,465,100,92
Robertson,12,1118,544,574,441,438,83,116,11,7,2,6,0,0,7,7,466,506,78,68
Robertson,13,1192,588,604,489,462,90,122,0,6,4,6,0,0,5,8,510,530,78,74
Robertson,14,1050,507,543,423,444,75,89,4,4,2,0,0,0,3,6,438,505,69,38
Robertson,15,847,424,423,354,336,54,79,3,4,0,2,2,1,11,1,393,373,31,50
Robertson,16,593,260,333,222,275,35,53,2,2,0,0,0,0,1,3,240,307,20,26
Robertson,17,400,176,224,150,190,23,34,1,0,0,0,0,0,2,0,159,211,17,13
Robertson,18,426,159,267,138,215,18,48,1,1,0,0,0,0,2,3,150,248,9,19
Rockwall,5,5511,2899,2612,2460,2225,242,205,30,30,88,68,6,3,73,81,2133,1983,766,629
Rockwall,6,5008,2506,2502,2137,2158,207,169,26,24,69,75,2,6,65,70,1905,1957,601,545
Rockwall,7,6152,2936,3216,2556,2754,195,241,28,28,109,137,3,5,45,51,2299,2564,637,652
Rockwall,8,7606,3747,3859,3212,3366,308,266,38,22,125,132,6,5,58,68,2968,3071,779,788
Rockwall,9,7431,3653,3778,3151,3171,285,299,33,32,119,193,1,3,64,80,2884,3066,769,712
Rockwall,10,7613,3781,3832,3235,3297,327,301,41,25,141,146,5,4,32,59,3164,3199,617,633
Rockwall,11,6820,3450,3370,3021,2939,266,263,38,19,96,115,4,3,25,31,2951,2906,499,464
Rockwall,12,6626,3279,3347,2959,2987,227,211,18,31,57,85,3,2,15,31,2883,2965,396,382
Rockwall,13,5557,2626,2931,2368,2641,152,146,23,28,56,92,0,4,27,20,2386,2686,240,245
Rockwall,14,4296,2062,2234,1903,2014,76,86,16,12,54,96,0,3,13,23,1905,2079,157,155
Rockwall,15,3348,1548,1800,1428,1642,48,53,14,11,45,78,0,3,13,13,1458,1677,90,123
Rockwall,16,2280,1031,1249,959,1175,19,39,8,7,37,21,0,3,8,4,984,1174,47,75
Rockwall,17,1311,536,775,507,726,10,19,3,6,10,18,1,0,5,6,503,732,33,43
Rockwall,18,1343,447,896,415,849,12,23,3,7,14,13,0,0,3,4,420,863,27,33
Runnels,5,575,307,268,276,245,14,5,7,6,2,5,0,0,8,7,155,146,152,122
Runnels,6,574,294,280,259,253,7,9,15,7,5,3,1,0,7,8,171,173,123,107
Runnels,7,592,308,284,284,261,12,4,6,4,4,9,0,0,2,6,180,184,128,100
Runnels,8,602,319,283,286,269,14,4,3,4,16,2,0,0,0,4,198,168,121,115
Runnels,9,499,255,244,239,228,7,2,5,8,2,4,0,0,2,2,158,149,97,95
Runnels,10,602,290,312,275,291,6,11,5,6,1,2,0,0,3,2,187,197,103,115
Runnels,11,653,319,334,297,306,6,6,11,4,3,15,0,1,2,2,217,228,102,106
Runnels,12,680,353,327,335,300,10,10,5,8,2,8,0,0,1,1,245,247,108,80
Runnels,13,719,371,348,336,331,12,11,2,2,18,2,0,0,3,2,283,265,88,83
Runnels,14,610,320,290,301,278,5,7,1,3,10,1,0,0,3,1,251,234,69,56
Runnels,15,534,259,275,256,265,1,7,1,2,0,0,0,0,1,1,205,223,54,52
Runnels,16,426,196,230,188,224,3,2,3,2,0,0,0,0,2,2,151,178,45,52
Runnels,17,266,123,143,110,135,5,1,4,5,1,1,1,0,2,1,111,123,12,20
Runnels,18,290,107,183,103,173,2,3,1,2,0,0,0,0,1,5,91,161,16,22
Rusk,5,3530,2255,1275,1635,992,537,214,33,22,9,9,6,3,35,35,1694,951,561,324
Rusk,6,3780,2285,1495,1674,1210,556,241,29,11,6,13,1,0,19,20,1802,1225,483,270
Rusk,7,3544,2065,1479,1532,1185,452,238,21,9,31,19,2,1,27,27,1634,1199,431,280
Rusk,8,3593,1991,1602,1557,1308,387,237,16,15,15,14,0,1,16,27,1599,1303,392,299
Rusk,9,3675,2138,1537,1633,1217,454,269,16,17,9,8,2,1,24,25,1691,1277,447,260
Rusk,10,3489,2010,1479,1517,1151,437,270,23,21,14,14,0,2,19,21,1647,1275,363,204
Rusk,11,3350,1886,1464,1416,1140,428,285,14,19,9,5,2,0,17,15,1622,1300,264,164
Rusk,12,3629,1861,1768,1443,1393,370,321,22,14,12,17,1,1,13,22,1646,1618,215,150
Rusk,13,3393,1715,1678,1367,1343,305,299,16,14,6,7,0,1,21,14,1557,1557,158,121
Rusk,14,2917,1415,1502,1175,1225,210,246,10,12,6,9,0,1,14,9,1308,1424,107,78
Rusk,15,2331,1110,1221,948,1018,141,184,7,3,3,5,1,0,10,11,1054,1173,56,48
Rusk,16,1608,760,848,661,715,81,116,5,6,0,3,1,0,12,8,738,830,22,18
Rusk,17,1010,435,575,369,483,53,86,4,0,1,1,0,0,8,5,421,561,14,14
Rusk,18,1098,415,683,353,560,56,107,4,5,1,3,0,0,1,8,388,672,27,11
Sabine,5,460,230,230,200,198,17,25,4,3,1,0,0,0,8,4,220,215,10,15
Sabine,6,480,238,242,209,217,23,21,0,0,2,0,2,0,2,4,219,224,19,18
Sabine,7,457,228,229,205,212,17,11,3,3,0,0,0,0,3,3,203,210,25,19
Sabine,8,466,213,253,184,228,21,21,2,1,1,0,1,0,4,3,194,244,19,9
Sabine,9,425,217,208,197,188,16,13,3,4,1,2,0,0,0,1,203,198,14,10
Sabine,10,525,253,272,222,244,22,25,4,0,3,2,0,0,2,1,243,257,10,15
Sabine,11,628,308,320,264,270,33,36,7,7,1,5,0,0,3,2,290,311,18,9
Sabine,12,867,436,431,395,401,32,16,5,7,0,5,0,0,4,2,424,426,12,5
Sabine,13,862,424,438,380,411,31,21,7,3,0,1,0,0,6,2,417,434,7,4
Sabine,14,914,451,463,421,435,25,17,3,5,1,0,0,0,1,6,440,448,11,15
Sabine,15,885,437,448,410,416,17,20,5,5,0,1,0,1,5,5,426,444,11,4
Sabine,16,670,365,305,349,284,10,12,3,2,0,2,0,0,3,5,357,302,8,3
Sabine,17,402,185,217,169,204,10,11,1,0,2,1,0,0,3,1,183,213,2,4
Sabine,18,364,135,229,128,206,4,19,0,0,1,1,0,1,2,2,133,219,2,10
San,5,345,165,180,116,130,48,43,0,0,0,2,0,0,1,5,151,164,14,16
San,6,469,238,231,176,170,59,48,0,1,2,1,0,0,1,11,222,215,16,16
San,7,378,197,181,140,123,50,52,5,4,1,0,0,0,1,2,167,167,30,14
San,8,364,156,208,103,157,50,44,2,0,0,1,0,0,1,6,137,180,19,28
San,9,365,187,178,144,133,36,39,0,2,0,1,0,0,7,3,169,159,18,19
San,10,434,198,236,153,186,42,46,0,1,0,0,0,0,3,3,182,227,16,9
San,11,556,281,275,205,193,62,76,6,1,0,2,0,0,8,3,250,262,31,13
San,12,699,347,352,253,260,76,87,9,0,2,1,0,0,7,4,329,342,18,10
San,13,663,330,333,273,256,51,70,3,0,1,3,0,0,2,4,317,322,13,11
San,14,606,316,290,257,236,57,49,0,5,0,0,0,0,2,0,305,280,11,10
San,15,548,260,288,219,230,38,56,2,0,0,0,0,0,1,2,252,287,8,1
San,16,453,216,237,188,201,28,34,0,1,0,0,0,0,0,1,212,234,4,3
San,17,283,129,154,109,125,16,26,1,0,0,1,0,0,3,2,126,153,3,1
San,18,314,118,196,98,145,16,47,2,2,0,0,0,0,2,2,116,190,2,6
San,5,1548,791,757,663,634,96,90,6,7,6,3,1,0,19,23,660,593,131,164
San,6,1554,766,788,665,670,63,83,13,9,3,4,1,1,21,21,631,656,135,132
San,7,1460,715,745,613,650,83,76,4,5,5,1,0,1,10,12,596,639,119,106
San,8,1474,708,766,608,672,76,67,7,6,2,3,0,0,15,18,603,628,105,138
San,9,1506,721,785,632,684,71,81,5,8,3,4,0,0,10,8,598,677,123,108
San,10,1687,838,849,745,711,69,105,7,11,5,10,0,0,12,12,745,722,93,127
San,11,1715,823,892,721,779,78,86,12,9,4,5,0,1,8,12,715,777,108,115
San,12,2378,1193,1185,1007,1004,137,141,23,13,4,4,0,3,22,20,1087,1109,106,76
San,13,2354,1186,1168,1047,1021,112,116,9,12,5,6,1,0,12,13,1096,1089,90,79
San,14,2100,1015,1085,893,976,81,79,16,9,5,8,1,0,19,13,956,1019,59,66
San,15,1684,832,852,757,753,58,71,4,7,6,8,1,1,6,12,800,826,32,26
San,16,1186,608,578,541,522,56,46,6,1,2,1,0,0,3,8,590,559,18,19
San,17,725,334,391,306,345,24,39,1,3,0,2,0,0,3,2,324,373,10,18
San,18,584,275,309,243,262,24,41,1,0,0,3,0,0,7,3,263,299,12,10
San,5,4090,2160,1930,1987,1808,62,27,29,25,31,23,6,4,45,43,765,651,1395,1279
San,6,4409,2289,2120,2151,2014,53,35,31,15,20,22,2,5,32,29,845,785,1444,1335
San,7,4504,2339,2165,2222,2010,52,60,21,27,16,38,5,7,23,23,887,842,1452,1323
San,8,4550,2299,2251,2170,2121,64,46,25,16,21,47,2,1,17,20,884,903,1415,1348
San,9,4019,2090,1929,1940,1825,70,28,22,26,26,34,6,1,26,15,834,758,1256,1171
San,10,4005,1982,2023,1868,1904,43,43,24,25,23,29,3,5,21,17,831,852,1151,1171
San,11,3836,1869,1967,1767,1842,41,35,23,24,26,33,2,5,10,28,887,857,982,1110
San,12,4118,1999,2119,1893,2011,44,32,27,21,21,41,1,2,13,12,1044,1103,955,1016
San,13,3682,1844,1838,1757,1728,38,31,21,28,15,31,2,2,11,18,1004,1002,840,836
San,14,3157,1568,1589,1492,1522,21,15,28,14,15,25,0,1,12,12,882,859,686,730
San,15,2752,1286,1466,1233,1400,19,13,15,8,5,26,4,3,10,16,712,822,574,644
San,16,1795,817,978,792,950,7,8,7,2,3,8,3,1,5,9,514,568,303,410
San,17,1193,512,681,491,663,10,8,2,5,7,1,2,0,0,4,313,415,199,266
San,18,1004,396,608,381,584,9,7,2,8,1,5,0,1,3,3,241,349,155,259
San,5,458,331,127,269,113,59,3,2,7,0,1,0,0,1,3,192,64,139,63
San,6,483,346,137,287,122,55,4,1,4,3,0,0,0,0,7,209,83,137,54
San,7,417,284,133,222,124,55,2,5,2,1,1,0,0,1,4,186,82,98,51
San,8,286,169,117,155,110,10,0,1,2,1,3,0,0,2,2,88,77,81,40
San,9,231,107,124,103,119,0,1,0,2,1,1,0,0,3,1,73,85,34,39
San,10,327,166,161,160,147,2,1,3,5,0,2,0,0,1,6,118,110,48,51
San,11,316,174,142,164,138,2,2,2,1,3,1,0,0,3,0,118,102,56,40
San,12,375,169,206,159,198,2,0,6,3,0,1,0,0,2,4,121,167,48,39
San,13,377,173,204,165,196,2,0,4,3,0,2,0,0,2,3,141,171,32,33
San,14,403,204,199,196,196,1,0,4,2,0,0,0,0,3,1,174,179,30,20
San,15,402,194,208,187,200,0,2,6,4,0,0,0,0,1,2,167,177,27,31
San,16,254,130,124,128,119,0,0,2,0,0,3,0,0,0,2,110,116,20,8
San,17,182,83,99,83,98,0,1,0,0,0,0,0,0,0,0,79,92,4,7
San,18,208,65,143,63,141,0,1,1,1,0,0,0,0,1,0,59,127,6,16
Schleicher,5,136,68,68,64,63,1,1,1,1,0,1,0,0,2,2,28,26,40,42
Schleicher,6,157,72,85,64,78,0,2,2,2,2,0,0,0,4,3,25,31,47,54
Schleicher,7,191,101,90,97,84,2,2,1,1,0,0,0,0,1,3,31,38,70,52
Schleicher,8,198,105,93,102,93,1,0,0,0,0,0,0,0,2,0,34,30,71,63
Schleicher,9,144,70,74,68,74,0,0,1,0,0,0,0,0,1,0,30,31,40,43
Schleicher,10,172,81,91,80,85,0,2,1,0,0,1,0,0,0,3,37,37,44,54
Schleicher,11,159,80,79,73,65,3,4,3,7,0,2,0,0,1,1,40,38,40,41
Schleicher,12,179,92,87,85,85,6,1,0,0,1,0,0,0,0,1,55,50,37,37
Schleicher,13,162,78,84,76,80,0,2,2,1,0,0,0,0,0,1,43,50,35,34
Schleicher,14,198,104,94,104,90,0,1,0,0,0,1,0,0,0,2,61,61,43,33
Schleicher,15,152,83,69,81,68,1,0,0,0,0,0,0,0,1,1,54,47,29,22
Schleicher,16,107,49,58,47,55,1,0,0,1,1,0,0,0,0,2,33,40,16,18
Schleicher,17,51,15,36,15,34,0,1,0,1,0,0,0,0,0,0,7,29,8,7
Schleicher,18,44,23,21,23,20,0,1,0,0,0,0,0,0,0,0,10,14,13,7
Scurry,5,1137,653,484,541,442,82,15,8,11,9,2,0,0,13,14,369,239,284,245
Scurry,6,1174,705,469,589,433,75,19,20,6,11,2,0,0,10,9,376,265,329,204
Scurry,7,1061,617,444,517,417,71,11,13,8,3,5,0,0,13,3,361,259,256,185
Scurry,8,1210,722,488,628,459,72,12,7,6,10,9,0,0,5,2,410,271,312,217
Scurry,9,1026,621,405,543,379,59,13,4,5,5,6,0,0,10,2,354,237,267,168
Scurry,10,1004,619,385,529,364,64,10,15,4,3,4,0,0,8,3,369,247,250,138
Scurry,11,985,539,446,465,423,54,11,11,4,7,3,0,1,2,4,338,288,201,158
Scurry,12,1051,555,496,516,476,29,9,5,6,1,0,3,1,1,4,367,350,188,146
Scurry,13,954,518,436,478,414,27,14,6,5,3,0,0,0,4,3,364,317,154,119
Scurry,14,775,386,389,355,369,19,10,7,5,2,2,1,0,2,3,280,304,106,85
Scurry,15,585,284,301,273,283,6,11,3,4,1,1,0,0,1,2,211,233,73,68
Scurry,16,467,202,265,191,252,8,7,1,1,0,0,0,0,2,5,152,220,50,45
Scurry,17,344,126,218,125,205,1,8,0,2,0,1,0,0,0,2,105,182,21,36
Scurry,18,369,128,241,119,229,3,7,3,0,1,1,0,0,2,4,102,220,26,21
Shackelford,5,142,67,75,59,68,2,3,1,1,0,1,0,0,5,2,53,63,14,12
Shackelford,6,178,80,98,78,94,1,0,0,0,1,4,0,0,0,0,68,91,12,7
Shackelford,7,186,103,83,98,78,4,3,1,0,0,0,0,0,0,2,85,74,18,9
Shackelford,8,146,67,79,61,77,1,0,1,0,0,1,0,0,4,1,61,70,6,9
Shackelford,9,188,89,99,87,97,2,1,0,0,0,0,0,0,0,1,77,84,12,15
Shackelford,10,180,87,93,80,90,6,0,1,1,0,2,0,0,0,0,82,83,5,10
Shackelford,11,179,93,86,89,85,2,1,1,0,0,0,0,0,1,0,74,74,19,12
Shackelford,12,280,130,150,128,146,0,1,1,1,1,2,0,0,0,0,115,140,15,10
Shackelford,13,268,136,132,133,131,0,0,1,0,0,0,0,0,2,1,131,125,5,7
Shackelford,14,192,81,111,80,109,0,1,0,0,0,0,0,0,1,1,78,105,3,6
Shackelford,15,164,87,77,86,74,0,0,1,2,0,1,0,0,0,0,83,73,4,4
Shackelford,16,126,56,70,55,68,0,0,1,0,0,0,0,0,0,2,51,66,5,4
Shackelford,17,110,55,55,54,54,1,1,0,0,0,0,0,0,0,0,51,54,4,1
Shackelford,18,75,26,49,25,46,0,1,1,0,0,0,0,0,0,2,25,48,1,1
Shelby,5,1408,720,688,526,522,156,139,12,7,10,10,2,1,14,9,533,525,187,163
Shelby,6,1586,793,793,580,598,154,169,9,4,41,11,2,0,7,11,617,657,176,136
Shelby,7,1426,723,703,577,505,108,162,5,14,25,12,0,0,8,10,564,553,159,150
Shelby,8,1418,728,690,571,530,124,131,7,12,19,13,0,0,7,4,533,567,195,123
Shelby,9,1506,730,776,601,622,104,133,9,4,10,10,0,1,6,6,537,610,193,166
Shelby,10,1522,765,757,641,591,106,148,5,5,6,4,0,1,7,8,593,636,172,121
Shelby,11,1496,735,761,582,572,141,169,4,5,6,11,0,0,2,4,605,668,130,93
Shelby,12,1673,836,837,645,650,174,162,6,6,4,8,0,0,7,11,745,774,91,63
Shelby,13,1569,769,800,623,623,130,160,3,4,6,5,0,2,7,6,704,756,65,44
Shelby,14,1405,670,735,559,592,97,125,5,7,3,6,1,0,5,5,623,709,47,26
Shelby,15,1111,541,570,479,492,55,68,3,3,0,5,0,0,4,2,506,557,35,13
Shelby,16,845,379,466,336,384,35,79,2,1,4,1,0,0,2,1,366,457,13,9
Shelby,17,633,301,332,264,277,29,47,5,2,0,0,0,0,3,6,294,316,7,16
Shelby,18,488,181,307,154,250,23,52,1,2,0,1,0,0,3,2,167,299,14,8
Sherman,5,180,95,85,90,74,2,3,2,4,0,2,0,0,1,2,42,34,53,51
Sherman,6,185,103,82,97,80,2,0,0,1,2,0,0,0,2,1,44,50,59,32
Sherman,7,169,84,85,77,80,6,1,0,0,1,2,0,0,0,2,42,48,42,37
Sherman,8,179,89,90,88,88,0,0,1,1,0,0,0,0,0,1,44,42,45,48
Sherman,9,162,93,69,84,64,1,0,6,3,1,1,0,0,1,1,44,35,49,34
Sherman,10,198,102,96,93,95,6,0,0,0,1,0,0,0,2,1,62,47,40,49
Sherman,11,230,111,119,107,113,3,2,0,2,1,1,0,0,0,1,63,71,48,48
Sherman,12,191,103,88,95,85,2,0,2,3,1,0,0,0,3,0,71,62,32,26
Sherman,13,190,107,83,104,80,1,0,1,1,1,1,0,0,0,1,60,58,47,25
Sherman,14,138,73,65,68,62,2,2,1,1,1,0,0,0,1,0,56,54,17,11
Sherman,15,110,53,57,53,55,0,0,0,0,0,2,0,0,0,0,46,52,7,5
Sherman,16,85,36,49,35,48,0,0,1,0,0,0,0,0,0,1,32,40,4,9
Sherman,17,57,32,25,31,25,1,0,0,0,0,0,0,0,0,0,23,21,9,4
Sherman,18,67,25,42,25,41,0,0,0,1,0,0,0,0,0,0,21,41,4,1
Smith,5,15620,7705,7915,5574,5714,1734,1811,95,81,108,120,5,10,189,179,5749,5892,1956,2023
Smith,6,16444,7971,8473,6066,6328,1545,1777,89,72,120,125,11,11,140,160,6046,6576,1925,1897
Smith,7,15097,7284,7813,5775,5929,1206,1504,65,80,120,163,11,8,107,129,5550,6165,1734,1648
Smith,8,14293,6924,7369,5470,5591,1151,1432,69,66,168,180,5,6,61,94,5338,5834,1586,1535
Smith,9,12730,6115,6615,4893,5102,964,1178,63,63,148,185,3,6,44,81,4697,5221,1418,1394
Smith,10,13560,6443,7117,5134,5446,1053,1359,56,63,144,195,6,6,50,48,5159,5786,1284,1331
Smith,11,13161,6295,6866,5028,5265,1055,1316,39,47,111,134,4,58,58,46,5228,5842,1067,1024
Smith,12,14127,6787,7340,5453,5776,1148,1351,55,56,83,98,0,2,48,57,5895,6603,892,737
Smith,13,13830,6426,7404,5191,5825,1073,1353,42,55,67,107,5,4,48,60,5816,6799,610,605
Smith,14,11666,5444,6222,4467,5013,860,1049,33,32,46,70,2,7,36,51,5065,5850,379,372
Smith,15,9618,4353,5265,3758,4417,516,738,23,33,24,39,0,2,32,36,4116,5016,237,249
Smith,16,7083,3136,3947,2742,3389,336,476,20,16,22,36,1,1,15,29,2984,3799,152,148
Smith,17,4769,2035,2734,1783,2318,193,369,7,13,28,16,5,0,19,18,1924,2641,111,93
Smith,18,4756,1786,2970,1562,2500,184,417,10,10,21,18,0,2,9,23,1719,2862,67,108
Somervell,5,496,276,220,256,198,2,7,6,5,4,4,0,0,8,6,209,157,67,63
Somervell,6,496,228,268,210,250,5,3,4,7,1,4,0,1,8,3,169,205,59,63
Somervell,7,494,248,246,238,236,0,1,4,5,2,2,0,0,4,2,177,180,71,66
Somervell,8,541,268,273,249,251,6,5,7,3,2,9,0,0,4,5,199,204,69,69
Somervell,9,540,250,290,234,268,1,3,3,5,7,5,0,0,5,9,190,222,60,68
Somervell,10,597,285,312,264,295,8,4,5,6,5,1,1,0,2,6,246,256,39,56
Somervell,11,629,311,318,298,310,3,0,3,4,4,1,0,0,3,3,246,277,65,41
Somervell,12,660,334,326,321,309,2,2,3,6,3,3,0,0,5,6,295,295,39,31
Somervell,13,645,324,321,310,314,2,0,5,6,0,0,0,0,7,1,295,293,29,28
Somervell,14,587,298,289,286,278,4,0,2,7,0,2,1,0,5,2,265,268,33,21
Somervell,15,418,210,208,206,203,1,0,2,1,0,2,0,0,1,2,201,197,9,11
Somervell,16,281,142,139,136,135,0,0,3,1,2,1,0,0,1,2,134,126,8,13
Somervell,17,211,95,116,94,112,0,0,0,1,0,0,0,0,1,3,81,110,14,6
Somervell,18,208,75,133,71,129,0,1,1,0,0,0,0,0,3,3,69,131,6,2
Starr,5,5193,2635,2558,2602,2530,15,7,8,9,5,5,1,0,4,7,76,74,2559,2484
Starr,6,4719,2453,2266,2428,2252,5,2,13,8,4,2,0,1,3,1,94,76,2359,2190
Starr,7,3890,2008,1882,1977,1862,9,3,3,12,6,5,2,0,11,0,79,54,1929,1828
Starr,8,3830,1937,1893,1903,1871,8,4,11,8,9,5,0,0,6,5,72,57,1865,1836
Starr,9,3682,1789,1893,1765,1868,6,2,11,13,5,8,0,1,2,1,51,71,1738,1822
Starr,10,3782,1833,1949,1812,1928,5,5,8,7,6,7,0,0,2,2,65,69,1768,1880
Starr,11,3344,1503,1841,1481,1830,11,5,7,1,3,4,1,0,0,1,79,80,1424,1761
Starr,12,2908,1323,1585,1305,1570,6,4,7,4,2,4,0,0,3,3,50,56,1273,1529
Starr,13,2429,1127,1302,1115,1283,0,4,3,3,6,7,0,1,3,4,66,48,1061,1254
Starr,14,2196,952,1244,942,1230,2,2,4,6,3,4,0,0,1,2,42,54,910,1190
Starr,15,1878,804,1074,799,1068,1,1,2,1,2,3,0,0,0,1,27,46,777,1028
Starr,16,1384,633,751,629,745,1,0,2,2,1,2,0,0,0,2,43,48,590,703
Starr,17,992,427,565,422,563,1,1,0,0,1,0,0,0,3,1,48,35,379,530
Starr,18,807,308,499,301,492,0,2,1,3,3,0,0,0,3,2,56,77,252,422
Stephens,5,624,402,222,349,210,33,3,8,3,6,3,0,0,6,3,263,151,139,71
Stephens,6,607,373,234,328,223,31,2,6,6,2,1,1,0,5,2,245,158,128,76
Stephens,7,572,314,258,289,251,16,4,7,3,1,0,0,0,1,0,223,179,91,79
Stephens,8,613,356,257,320,235,15,5,4,6,14,5,0,1,3,5,253,180,103,77
Stephens,9,522,281,241,259,229,8,5,3,3,6,2,0,0,5,2,206,194,75,47
Stephens,10,499,258,241,237,232,13,1,4,6,2,2,0,0,2,0,200,182,58,59
Stephens,11,535,298,237,279,230,11,2,1,4,2,0,0,0,5,1,222,193,76,44
Stephens,12,676,326,350,319,336,4,5,0,3,0,4,0,0,3,2,271,294,55,56
Stephens,13,612,299,313,280,306,8,4,7,2,1,0,0,0,3,1,250,276,49,37
Stephens,14,575,286,289,274,274,4,5,7,2,0,0,0,1,1,7,264,265,22,24
Stephens,15,462,221,241,215,234,1,5,2,0,2,1,0,0,1,1,202,232,19,9
Stephens,16,351,170,181,162,174,4,4,0,1,4,2,0,0,0,0,160,170,10,11
Stephens,17,230,98,132,94,126,2,3,0,1,1,0,0,0,1,2,90,124,8,8
Stephens,18,243,78,165,78,159,0,2,0,1,0,0,0,0,0,3,71,153,7,12
Sterling,5,72,44,28,41,26,0,1,1,1,0,0,0,0,2,0,21,15,23,13
Sterling,6,61,32,29,31,26,1,1,0,1,0,1,0,0,0,0,18,17,14,12
Sterling,7,87,43,44,37,43,2,0,2,0,2,0,0,0,0,1,21,20,22,24
Sterling,8,90,45,45,42,42,0,1,2,1,0,0,0,0,1,1,23,30,22,15
Sterling,9,90,48,42,45,41,3,0,0,0,0,0,0,1,0,0,27,28,21,14
Sterling,10,78,35,43,32,41,2,0,0,1,0,1,0,0,1,0,27,24,8,19
Sterling,11,69,35,34,34,32,0,1,1,0,0,0,0,0,0,1,21,19,14,15
Sterling,12,82,45,37,43,34,2,2,0,1,0,0,0,0,0,0,29,22,16,15
Sterling,13,93,45,48,44,45,0,0,0,0,1,1,0,0,0,2,30,41,15,7
Sterling,14,48,23,25,20,23,1,0,1,1,0,0,0,0,1,1,18,19,5,6
Sterling,15,47,28,19,26,17,0,0,2,2,0,0,0,0,0,0,19,14,9,5
Sterling,16,31,12,19,11,18,0,1,1,0,0,0,0,0,0,0,7,14,5,5
Sterling,17,26,12,14,12,14,0,0,0,0,0,0,0,0,0,0,8,10,4,4
Sterling,18,34,10,24,7,21,1,1,2,0,0,0,0,0,0,2,6,18,4,6
